split,class_name,label,filename,src_path,dst_path,hil_subset
train,Class1,0,Placass11433.jpg,data/processed/160x120/Class1/Placass11433.jpg,data/splits/train/Class1/Placass11433.jpg,0
train,Class1,0,placaas10399.jpg,data/processed/160x120/Class1/placaas10399.jpg,data/splits/train/Class1/placaas10399.jpg,0
train,Class1,0,Placas11153.jpg,data/processed/160x120/Class1/Placas11153.jpg,data/splits/train/Class1/Placas11153.jpg,0
train,Class1,0,placaas10987.jpg,data/processed/160x120/Class1/placaas10987.jpg,data/splits/train/Class1/placaas10987.jpg,0
train,Class1,0,Placass11696.jpg,data/processed/160x120/Class1/Placass11696.jpg,data/splits/train/Class1/Placass11696.jpg,0
train,Class1,0,Placasm10147.jpg,data/processed/160x120/Class1/Placasm10147.jpg,data/splits/train/Class1/Placasm10147.jpg,0
train,Class1,0,Placass10073.jpg,data/processed/160x120/Class1/Placass10073.jpg,data/splits/train/Class1/Placass10073.jpg,0
train,Class1,0,placaas10539.jpg,data/processed/160x120/Class1/placaas10539.jpg,data/splits/train/Class1/placaas10539.jpg,0
train,Class1,0,Placas11422.jpg,data/processed/160x120/Class1/Placas11422.jpg,data/splits/train/Class1/Placas11422.jpg,0
train,Class1,0,Placass10140.jpg,data/processed/160x120/Class1/Placass10140.jpg,data/splits/train/Class1/Placass10140.jpg,0
train,Class1,0,placas1356.jpg,data/processed/160x120/Class1/placas1356.jpg,data/splits/train/Class1/placas1356.jpg,0
train,Class1,0,Placass10670.jpg,data/processed/160x120/Class1/Placass10670.jpg,data/splits/train/Class1/Placass10670.jpg,0
train,Class1,0,Placasm10014.jpg,data/processed/160x120/Class1/Placasm10014.jpg,data/splits/train/Class1/Placasm10014.jpg,0
train,Class1,0,placaas10888.jpg,data/processed/160x120/Class1/placaas10888.jpg,data/splits/train/Class1/placaas10888.jpg,0
train,Class1,0,Placass11369.jpg,data/processed/160x120/Class1/Placass11369.jpg,data/splits/train/Class1/Placass11369.jpg,0
train,Class1,0,placaas10698.jpg,data/processed/160x120/Class1/placaas10698.jpg,data/splits/train/Class1/placaas10698.jpg,0
train,Class1,0,placaas10289.jpg,data/processed/160x120/Class1/placaas10289.jpg,data/splits/train/Class1/placaas10289.jpg,0
train,Class1,0,placas1518.jpg,data/processed/160x120/Class1/placas1518.jpg,data/splits/train/Class1/placas1518.jpg,0
train,Class1,0,Placass11425.jpg,data/processed/160x120/Class1/Placass11425.jpg,data/splits/train/Class1/Placass11425.jpg,0
train,Class1,0,Placasm11157.jpg,data/processed/160x120/Class1/Placasm11157.jpg,data/splits/train/Class1/Placasm11157.jpg,0
train,Class1,0,Placass11106.jpg,data/processed/160x120/Class1/Placass11106.jpg,data/splits/train/Class1/Placass11106.jpg,0
train,Class1,0,Placas11372.jpg,data/processed/160x120/Class1/Placas11372.jpg,data/splits/train/Class1/Placas11372.jpg,0
train,Class1,0,placaas11282.jpg,data/processed/160x120/Class1/placaas11282.jpg,data/splits/train/Class1/placaas11282.jpg,0
train,Class1,0,placaas10496.jpg,data/processed/160x120/Class1/placaas10496.jpg,data/splits/train/Class1/placaas10496.jpg,0
train,Class1,0,Placass11025.jpg,data/processed/160x120/Class1/Placass11025.jpg,data/splits/train/Class1/Placass11025.jpg,0
train,Class1,0,Placass11499.jpg,data/processed/160x120/Class1/Placass11499.jpg,data/splits/train/Class1/Placass11499.jpg,0
train,Class1,0,Placasm10640.jpg,data/processed/160x120/Class1/Placasm10640.jpg,data/splits/train/Class1/Placasm10640.jpg,0
train,Class1,0,Placass10025.jpg,data/processed/160x120/Class1/Placass10025.jpg,data/splits/train/Class1/Placass10025.jpg,0
train,Class1,0,placaas10891.jpg,data/processed/160x120/Class1/placaas10891.jpg,data/splits/train/Class1/placaas10891.jpg,0
train,Class1,0,Placas11133.jpg,data/processed/160x120/Class1/Placas11133.jpg,data/splits/train/Class1/Placas11133.jpg,0
train,Class1,0,Placass11272.jpg,data/processed/160x120/Class1/Placass11272.jpg,data/splits/train/Class1/Placass11272.jpg,0
train,Class1,0,Placass10519.jpg,data/processed/160x120/Class1/Placass10519.jpg,data/splits/train/Class1/Placass10519.jpg,0
train,Class1,0,Placass10996.jpg,data/processed/160x120/Class1/Placass10996.jpg,data/splits/train/Class1/Placass10996.jpg,0
train,Class1,0,placaas10778.jpg,data/processed/160x120/Class1/placaas10778.jpg,data/splits/train/Class1/placaas10778.jpg,0
train,Class1,0,placaas10443.jpg,data/processed/160x120/Class1/placaas10443.jpg,data/splits/train/Class1/placaas10443.jpg,0
train,Class1,0,Placasm11155.jpg,data/processed/160x120/Class1/Placasm11155.jpg,data/splits/train/Class1/Placasm11155.jpg,0
train,Class1,0,placaas10290.jpg,data/processed/160x120/Class1/placaas10290.jpg,data/splits/train/Class1/placaas10290.jpg,0
train,Class1,0,Placass10161.jpg,data/processed/160x120/Class1/Placass10161.jpg,data/splits/train/Class1/Placass10161.jpg,0
train,Class1,0,placaas10280.jpg,data/processed/160x120/Class1/placaas10280.jpg,data/splits/train/Class1/placaas10280.jpg,0
train,Class1,0,plaacaas1034.jpg,data/processed/160x120/Class1/plaacaas1034.jpg,data/splits/train/Class1/plaacaas1034.jpg,0
train,Class1,0,Placass10588.jpg,data/processed/160x120/Class1/Placass10588.jpg,data/splits/train/Class1/Placass10588.jpg,0
train,Class1,0,placas1720.jpg,data/processed/160x120/Class1/placas1720.jpg,data/splits/train/Class1/placas1720.jpg,0
train,Class1,0,placaas10467.jpg,data/processed/160x120/Class1/placaas10467.jpg,data/splits/train/Class1/placaas10467.jpg,0
train,Class1,0,Placass10997.jpg,data/processed/160x120/Class1/Placass10997.jpg,data/splits/train/Class1/Placass10997.jpg,0
train,Class1,0,Placasm10383.jpg,data/processed/160x120/Class1/Placasm10383.jpg,data/splits/train/Class1/Placasm10383.jpg,0
train,Class1,0,placaas10406.jpg,data/processed/160x120/Class1/placaas10406.jpg,data/splits/train/Class1/placaas10406.jpg,0
train,Class1,0,Placass10576.jpg,data/processed/160x120/Class1/Placass10576.jpg,data/splits/train/Class1/Placass10576.jpg,0
train,Class1,0,Placass11699.jpg,data/processed/160x120/Class1/Placass11699.jpg,data/splits/train/Class1/Placass11699.jpg,0
train,Class1,0,Placasm11020.jpg,data/processed/160x120/Class1/Placasm11020.jpg,data/splits/train/Class1/Placasm11020.jpg,0
