idx,utc_iso,image,true_label,true_class,pred_label,pred_class,sil_label,sil_class,mil_label,mil_class,frame_file,ts_ms,temp_c,cyc_capture,cyc_pre,cyc_inf,cyc_post,cyc_total,us_capture,us_pre,us_inf,us_post,us_total
1,2026-09-13T01:52:11.320924+00:00,Placas11475.jpg,0,Class1,0,Class1,,,,,,10115,37,650205,1356988,158375477,201,160382871,1625.512,3392.47,395938.688,0.502,400957.188
2,2026-09-13T01:52:13.784670+00:00,Motospl12125.jpg,1,Class2,1,Class2,,,,,,12571,36,541583,1359674,158368861,293,160270411,1353.958,3399.185,395922.156,0.733,400676.031
3,2026-09-13T01:52:16.241694+00:00,Motospl10111.jpg,1,Class2,1,Class2,,,,,,15028,37,545803,1362666,158421453,233,160330155,1364.508,3406.665,396053.656,0.582,400825.375
4,2026-09-13T01:52:18.725436+00:00,Motospl11826.jpg,1,Class2,1,Class2,,,,,,17518,36,933083,1363146,158476773,211,160773213,2332.708,3407.865,396191.906,0.527,401933.031
5,2026-09-13T01:52:21.184905+00:00,Motospl10004.jpg,1,Class2,0,Class1,,,,,,19975,37,570582,1362494,158409665,327,160343068,1426.455,3406.235,396024.156,0.817,400857.688
6,2026-09-13T01:52:23.645764+00:00,Motospl11428.jpg,1,Class2,0,Class1,,,,,,22431,36,514473,1365614,158385355,291,160265733,1286.182,3414.035,395963.406,0.728,400664.344
7,2026-09-13T01:52:26.125556+00:00,Placasm10495.jpg,0,Class1,0,Class1,,,,,,24921,36,976068,1364164,158354965,297,160695494,2440.17,3410.41,395887.406,0.743,401738.688
8,2026-09-13T01:52:28.582150+00:00,placaas10612.jpg,0,Class1,0,Class1,,,,,,27378,38,642534,1360866,158460283,213,160463896,1606.335,3402.165,396150.719,0.533,401159.75
9,2026-09-13T01:52:31.042034+00:00,Placas11096.jpg,0,Class1,0,Class1,,,,,,29835,36,637147,1366746,158344009,297,160348199,1592.868,3416.865,395860.063,0.743,400870.469
10,2026-09-13T01:52:33.502788+00:00,placaas11188.jpg,0,Class1,0,Class1,,,,,,32291,37,521813,1366606,158381161,207,160269787,1304.532,3416.515,395952.906,0.517,400674.469
11,2026-09-13T01:52:35.961332+00:00,Motospl11261.jpg,1,Class2,1,Class2,,,,,,34748,37,527999,1365648,158362527,277,160256451,1319.998,3414.12,395906.313,0.692,400641.125
12,2026-09-13T01:52:38.448110+00:00,Motospl11833.jpg,1,Class2,1,Class2,,,,,,37238,37,879120,1371266,158359673,327,160610386,2197.8,3428.165,395899.188,0.817,401525.969
13,2026-09-13T01:52:40.902705+00:00,Motospl10615.jpg,1,Class2,0,Class1,,,,,,39695,36,563233,1364148,158444955,309,160372645,1408.083,3410.37,396112.406,0.772,400931.594
14,2026-09-13T01:52:43.391809+00:00,Placas11415.jpg,0,Class1,0,Class1,,,,,,42184,36,938023,1362120,158415583,199,160715925,2345.057,3405.3,396038.969,0.498,401789.781
15,2026-09-13T01:52:45.879135+00:00,Motospl10563.jpg,1,Class2,1,Class2,,,,,,44674,37,944288,1360810,158400963,205,160706266,2360.72,3402.025,396002.406,0.512,401765.656
16,2026-09-13T01:52:48.338524+00:00,Motospl10424.jpg,1,Class2,1,Class2,,,,,,47130,35,592320,1361914,158450573,293,160405100,1480.8,3404.785,396126.438,0.733,401012.75
17,2026-09-13T01:52:50.826710+00:00,Placas11401.jpg,0,Class1,0,Class1,,,,,,49620,36,939218,1361213,158390529,291,160691251,2348.045,3403.032,395976.313,0.728,401728.125
18,2026-09-13T01:52:53.282954+00:00,Motospl10246.jpg,1,Class2,0,Class1,,,,,,52077,36,614514,1362272,158433729,201,160410716,1536.285,3405.68,396084.313,0.502,401026.813
19,2026-09-13T01:52:55.747781+00:00,placaas10761.jpg,0,Class1,0,Class1,,,,,,54533,37,505458,1363331,158340617,201,160209607,1263.645,3408.327,395851.563,0.502,400524.0
20,2026-09-13T01:52:58.226469+00:00,Placass11357.jpg,0,Class1,0,Class1,,,,,,57023,37,963013,1362405,158397487,297,160723202,2407.532,3406.012,395993.719,0.743,401808.0
21,2026-09-13T01:53:00.690141+00:00,Placa158.png,1,Class2,0,Class1,,,,,,59480,37,556341,1365592,158381583,199,160303715,1390.853,3413.98,395953.969,0.498,400759.281
22,2026-09-13T01:53:03.174444+00:00,Placasm10907.jpg,0,Class1,0,Class1,,,,,,61969,37,932256,1364322,158403259,275,160700112,2330.64,3410.805,396008.156,0.687,401750.281
23,2026-09-13T01:53:05.631648+00:00,Placass11184.jpg,0,Class1,0,Class1,,,,,,64426,37,630044,1364376,158366349,325,160361094,1575.11,3410.94,395915.875,0.812,400902.719
24,2026-09-13T01:53:08.121378+00:00,Placa107.png,1,Class2,1,Class2,,,,,,66916,37,963739,1362684,158401495,207,160728125,2409.347,3406.71,396003.688,0.517,401820.313
25,2026-09-13T01:53:10.608152+00:00,Motospl11458.jpg,1,Class2,0,Class1,,,,,,69405,36,978816,1362472,158430919,279,160772486,2447.04,3406.18,396077.281,0.697,401931.219
26,2026-09-13T01:53:13.071526+00:00,Motospl11647.jpg,1,Class2,1,Class2,,,,,,71862,36,566706,1361930,158421697,213,160350546,1416.765,3404.825,396054.25,0.533,400876.344
27,2026-09-13T01:53:15.558151+00:00,placas1214.jpg,0,Class1,0,Class1,,,,,,74352,36,911319,1362902,158416843,207,160691271,2278.297,3407.255,396042.125,0.517,401728.188
28,2026-09-13T01:53:18.020259+00:00,Motospl10556.jpg,1,Class2,1,Class2,,,,,,76809,37,500054,1363886,158432545,265,160296750,1250.135,3409.715,396081.375,0.663,400741.875
29,2026-09-13T01:53:20.509182+00:00,Placass11382.jpg,0,Class1,0,Class1,,,,,,79298,37,833882,1359836,158369785,337,160563840,2084.705,3399.59,395924.469,0.842,401409.625
30,2026-09-13T01:53:22.995351+00:00,Motospl10184.jpg,1,Class2,1,Class2,,,,,,81787,37,887130,1365406,158344319,235,160597090,2217.825,3413.515,395860.813,0.587,401492.719
