idx,utc_iso,image,true_label,true_class,pred_label,pred_class,sil_label,sil_class,mil_label,mil_class,frame_file,ts_ms,temp_c,cyc_capture,cyc_pre,cyc_inf,cyc_post,cyc_total,us_capture,us_pre,us_inf,us_post,us_total
1,2026-09-13T02:20:02.614194+00:00,placaas10416.jpg,0,Class1,0,Class1,,,,,,11711,37,686964,1355964,158323279,213,160366420,1717.41,3389.91,395808.219,0.533,400916.031
2,2026-09-13T02:20:05.076497+00:00,placaas10748.jpg,0,Class1,0,Class1,,,,,,14168,37,593220,1364634,158399229,311,160357394,1483.05,3411.585,395998.094,0.777,400893.469
3,2026-09-13T02:20:07.560351+00:00,Placas11555.jpg,0,Class1,0,Class1,,,,,,16657,35,983612,1362646,158325059,325,160671642,2459.03,3406.615,395812.656,0.812,401679.156
4,2026-09-13T02:20:10.053272+00:00,Motospl10835.jpg,1,Class2,1,Class2,,,,,,19147,37,948244,1364933,158380267,215,160693659,2370.61,3412.332,395950.688,0.538,401734.156
5,2026-09-13T02:20:12.515296+00:00,plaacaas1190.jpg,0,Class1,0,Class1,,,,,,21604,37,554363,1365360,158415961,325,160336009,1385.907,3413.4,396039.906,0.812,400840.031
6,2026-09-13T02:20:15.001805+00:00,Placa36.png,1,Class2,1,Class2,,,,,,24093,36,866248,1362182,158389563,325,160618318,2165.62,3405.455,395973.938,0.812,401545.813
7,2026-09-13T02:20:17.493208+00:00,Placas11095.jpg,1,Class2,0,Class1,,,,,,26583,36,872367,1361092,158400821,235,160634515,2180.917,3402.73,396002.031,0.587,401586.281
8,2026-09-13T02:20:19.949957+00:00,Motospl10774.jpg,1,Class2,1,Class2,,,,,,29039,37,562185,1363904,158387897,201,160314187,1405.462,3409.76,395969.781,0.502,400785.469
9,2026-09-13T02:20:22.435312+00:00,Placasm10495.jpg,0,Class1,0,Class1,,,,,,31529,36,939776,1360706,158372139,299,160672920,2349.44,3401.765,395930.344,0.748,401682.344
10,2026-09-13T02:20:24.922733+00:00,Placas11096.jpg,0,Class1,0,Class1,,,,,,34018,36,963210,1365912,158376727,279,160706128,2408.025,3414.78,395941.781,0.697,401765.344
11,2026-09-13T02:20:27.380201+00:00,Motospl11428.jpg,1,Class2,0,Class1,,,,,,36475,36,639245,1362392,158416569,201,160418407,1598.113,3405.98,396041.438,0.502,401046.0
12,2026-09-13T02:20:29.872598+00:00,placaas10881.jpg,0,Class1,0,Class1,,,,,,38965,37,944978,1362956,158373785,281,160682000,2362.445,3407.39,395934.5,0.702,401705.031
13,2026-09-13T02:20:32.334160+00:00,placaas10510.jpg,0,Class1,0,Class1,,,,,,41422,36,544460,1361460,158413119,281,160319320,1361.15,3403.65,396032.813,0.702,400798.344
14,2026-09-13T02:20:34.793419+00:00,placaas11398.jpg,0,Class1,0,Class1,,,,,,43879,37,499509,1362936,158402797,201,160265443,1248.772,3407.34,396007.031,0.502,400663.625
15,2026-09-13T02:20:37.272720+00:00,Placass10483.jpg,0,Class1,0,Class1,,,,,,46368,36,980809,1361562,158362703,199,160705273,2452.022,3403.905,395906.781,0.498,401763.188
16,2026-09-13T02:20:39.762820+00:00,Placass11357.jpg,0,Class1,0,Class1,,,,,,48858,36,958822,1365822,158417981,201,160742826,2397.055,3414.555,396044.969,0.502,401857.063
17,2026-09-13T02:20:42.226559+00:00,placaas10195.jpg,0,Class1,1,Class2,,,,,,51314,37,544432,1363846,158362433,265,160270976,1361.08,3409.615,395906.094,0.663,400677.469
18,2026-09-13T02:20:44.685651+00:00,Motospl11879.jpg,1,Class2,1,Class2,,,,,,53771,37,495142,1359296,158466901,291,160321630,1237.855,3398.24,396167.25,0.728,400804.094
19,2026-09-13T02:20:47.172861+00:00,placaas10002.jpg,0,Class1,0,Class1,,,,,,56261,36,865473,1365024,158483683,309,160714489,2163.683,3412.56,396209.188,0.772,401786.219
20,2026-09-13T02:20:49.656745+00:00,Placasia1046.png,1,Class2,1,Class2,,,,,,58750,36,912928,1360550,158374437,219,160648134,2282.32,3401.375,395936.094,0.548,401620.344
21,2026-09-13T02:20:52.147127+00:00,Motospl11680.jpg,1,Class2,1,Class2,,,,,,61240,37,882213,1362312,158427047,291,160671863,2205.532,3405.78,396067.594,0.728,401679.656
22,2026-09-13T02:20:54.605181+00:00,Placasm10570.jpg,0,Class1,0,Class1,,,,,,63697,36,571080,1365458,158396527,327,160333392,1427.7,3413.645,395991.344,0.817,400833.5
23,2026-09-13T02:20:57.089595+00:00,Motospl10615.jpg,1,Class2,0,Class1,,,,,,66186,36,996527,1360740,158384685,309,160742261,2491.317,3401.85,395961.719,0.772,401855.625
24,2026-09-13T02:20:59.552433+00:00,Placass11656.jpg,0,Class1,0,Class1,,,,,,68643,37,560008,1360692,158365303,325,160286328,1400.02,3401.73,395913.219,0.812,400715.844
25,2026-09-13T02:21:02.036981+00:00,placaas10065.jpg,0,Class1,0,Class1,,,,,,71133,37,956086,1362814,158420355,215,160739470,2390.215,3407.035,396050.875,0.538,401848.688
26,2026-09-13T02:21:04.528596+00:00,Placas11475.jpg,0,Class1,0,Class1,,,,,,73622,37,894824,1361666,158404249,327,160661066,2237.06,3404.165,396010.625,0.817,401652.688
27,2026-09-13T02:21:07.018464+00:00,Placass10905.jpg,0,Class1,0,Class1,,,,,,76112,37,914179,1363616,158443475,205,160721475,2285.448,3409.04,396108.688,0.512,401803.656
28,2026-09-13T02:21:09.477597+00:00,Placass10512.jpg,1,Class2,1,Class2,,,,,,78568,36,546463,1365936,158457807,263,160370469,1366.157,3414.84,396144.5,0.658,400926.188
29,2026-09-13T02:21:11.937015+00:00,placaas10308.jpg,1,Class2,0,Class1,,,,,,81025,37,493822,1362975,158391013,293,160248103,1234.555,3407.438,395977.531,0.733,400620.25
30,2026-09-13T02:21:14.419169+00:00,Motospl10563.jpg,1,Class2,1,Class2,,,,,,83515,37,943816,1361604,158443899,205,160749524,2359.54,3404.01,396109.781,0.512,401873.813
